Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Diversity Spotlight,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Facebook,LinkedIn,Phone Number,Contact Email,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Trend Score (90 Days),Similar Companies,Patents Granted,Trademarks Registered,Most Popular Patent Class,Most Popular Trademark Class
Omega,https://www.crunchbase.com/organization/omega-1638,,"Blockchain, Web3","Miami, Florida, United States",Omega is a Web3 infrastructure provider that enables users to use idle bitcoin as collateral for DeFi yield generation.,"25,135","Greater Miami Area, East Coast, Southern US",FL 33127,,,Active,2023-01-01,year,,,,,For Profit,https://www.omega.xyz,,https://www.linkedin.com/company/omega-xyz/,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Internet Services, Other",1,Eric Ryklin,1-10,1,Seed,2024-02-06,6000000,USD,6000000,Seed,6000000,USD,6000000,Seed,6000000,USD,6000000,6000000,USD,6000000,"Lightspeed Venture Partners, Borderless Capital, Faction, Blockchain Founders Fund, Wormhole",,19,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.3,9,187,113,Testing,Scientific and electric apparatus and instruments
Materia,https://www.crunchbase.com/organization/materia-15a8,,"Artificial Intelligence (AI), Information Technology, Internet","New York, New York, United States","Materia is an AI co-pilot streamlines audits, enhances accuracy, and boosts efficiency for firms.","25,581","Greater New York Area, East Coast, Northeastern US",,,,Active,2022-01-01,year,2024-10-22,day,,,For Profit,https://www.trymateria.ai,,https://www.linkedin.com/company/materia-ai,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",2,"Kevin Merlini, Lucas Adams",1-10,1,M&A,2024-06-20,6300000,USD,6300000,Series A,6300000,USD,6300000,Series A,6300000,USD,6300000,6300000,USD,6300000,"Spark Capital, Allen Institute for Artificial Intelligence, Haystack, Thomson Reuters Ventures, Pathlight Ventures",1,5,,Was Acquired,Materia acquired by Thomson Reuters,https://www.crunchbase.com/acquisition/thomson-reuters-acquires-materia-15a8--6165125c,Thomson Reuters,https://www.crunchbase.com/organization/thomson-reuters,2024-10-22,day,,,,Acquisition,,Private,,,,,,,,,,,,,-0.4,10,,,,
Hypesound,https://www.crunchbase.com/organization/hypesound,,Biotechnology,"Perugia, Umbria, Italy",Hypesound is revolutionizing the fermentation industry with its innovative sound wave technology.,"27,233","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,Active,2019-12-01,month,,,,,For Profit,https://www.hypesound.it,,https://www.linkedin.com/company/hypesound,,m.crucito@hypesound.it,,,,,,,,,,,,"Biotechnology, Science and Engineering",3,"Giorgio Labruzzo, Giovanni Veroni, Matteo Crucito",1-10,3,Seed,2025-01-20,1090000,USD,1090000,Pre-Seed,1090000,USD,1090000,Pre-Seed,1090000,USD,1090000,1274924,USD,1274924,"CDP Venture Capital, Vento, Exor Ventures, Eatable Adventures, FoodSeed",2,8,,,,,,,,,,,,,,Private,,,,,,,,,,,,,6.8,9,,,,
Phoenix,https://www.crunchbase.com/organization/phoenix-nuclear-labs,,"Consumer Research, Innovation Management, Manufacturing","Madison, Wisconsin, United States",Phoenix designs and manufactures the highest-yielding neutron generators and commercializes nuclear technologies for practical applications.,"27,414","Great Lakes, Midwestern US",53713,,$10M to $50M,Active,2005-01-01,year,2021-04-20,day,,,For Profit,http://phoenixwi.com,https://www.facebook.com/phoenixnuclearlabs/,https://www.linkedin.com/company/phoenix-nuclear-labs-llc,(608) 210-3060,info@phoenixwi.com,,,,,,,,,,,,"Data and Analytics, Design, Manufacturing, Professional Services",1,Gregory Piefer,11-50,6,M&A,2019-04-26,4000000,USD,4000000,Grant,4518895,USD,4518895,Venture - Series Unknown,18518895,USD,18518895,26557648,USD,26557648,"Deerfield, The Mendota Group, KNOXX, United States Army, Wisconsin Investment Partners",3,11,,Was Acquired,Phoenix acquired by SHINE Technologies,https://www.crunchbase.com/acquisition/shine-medical-technologies-acquires-phoenix-nuclear-labs--c303cb34,SHINE Technologies,https://www.crunchbase.com/organization/shine-medical-technologies,2021-04-20,day,,,,Merger,,Private,,,,,,,,,,,,,-0.1,4,16,0,Electric Techniques Not Otherwise Provided For,Scientific and electric apparatus and instruments
Young Platform,https://www.crunchbase.com/organization/young-platform,,"Blockchain, Cryptocurrency, FinTech","Turin, Piemonte, Italy","Young Platform is a brand-new cryptocurrency exchange designed for the next generation of investors. It is safe, quick and easy to use.","27,521","European Union (EU), Europe, Middle East, and Africa (EMEA)",10129,,$1M to $10M,Active,2018-06-12,day,,,,,For Profit,https://youngplatform.com/,https://www.facebook.com/youngplatformCME,https://www.linkedin.com/company/youngplatformcme/,,support@youngplatform.com,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",6,"Andrea Carollo, Andrea Ferrero, Daniele Rinaldi, Marco Ciarmoli, Samuele Raimondo, Stefan A. Gheban",51-100,4,,2024-09-16,2650000,EUR,2949271,Venture - Series Unknown,2650000,EUR,2949271,Venture - Series Unknown,23227480,EUR,25131324,23227480,EUR,25131324,"Sygnum, United Ventures, Pario Ventures, Azimut Holding, Banca Sella",3,8,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.4,6,,,,
XBOOKS,https://www.crunchbase.com/organization/xbooks,,"Accounting, Compliance, FinTech","Bari, Puglia, Italy",XBOOKS is a Tax Reporting Software for Investments and Digital Assets,"29,014","European Union (EU), Europe, Middle East, and Africa (EMEA)",70132,,,Active,2022-01-01,year,,,,,For Profit,https://www.xbooks.it,,https://www.linkedin.com/company/xbooks-srl/,,,,,,,,,,,,,,"Financial Services, Professional Services",1,Federico Pacilli,11-50,3,Seed,2025-05-08,1900000,EUR,2132285,Seed,1900000,EUR,2132285,Seed,3756394,USD,3756394,3756394,USD,3756394,"Avvio Capital, SFC Capital, Primo Capital, Vertis, Angels 4 Impact",3,10,,,,,,,,,,,,,,Private,,,,,,,,,,,,,6.9,9,,,,
My.com,https://www.crunchbase.com/organization/my-com,,Internet,"Mountain View, California, United States",My.com offers communications and entertainment services and applications.,"29,201","San Francisco Bay Area, Silicon Valley, West Coast",94040,,Less than $1M,Active,2013-01-01,year,,,,,For Profit,https://my.com/,https://www.facebook.com/pg/mycom.official/,http://www.linkedin.com/company/my-com,,pr@corp.my.com,,,,,,,,,,,,Internet Services,1,Bruce Bateman,1001-5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.3,2,,,,
Limenet,https://www.crunchbase.com/organization/limenet-tech,,Energy,"Lecco, Lombardia, Italy",Limenet is a climate tech benefit company that has patented an innovative technology for storing CO2 in calcium bicarbonates into seawater,"29,376","European Union (EU), Europe, Middle East, and Africa (EMEA)",23851,,,Active,2023-03-10,day,,,,,For Profit,https://limenet.tech/en/,,https://www.linkedin.com/company/limenet-tech/,,info@limenet.tech,,,,,,,,,,,,Energy,3,"Enrico Noseda, Giovanni Cappello, Stefano Cappello",11-50,3,Seed,2024-09-03,5000000,EUR,5524282,Seed,5000000,EUR,5524282,Seed,6985000,EUR,7690343,7710343,USD,7710343,"Moonstone, remove's Accelerator Program, AitherCO2, COREangels Climate",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.6,8,2,1,Physical Or Chemical Processes Or Apparatus In General,Chemical substances
Viola,https://www.crunchbase.com/organization/viola,,"Cannabis, Consumer Goods, Medical","Denver, Colorado, United States",Viola primarily engages in the production and sale of premium quality cannabis products.,"30,658","Greater Denver Area, Western US",80239,,$10M to $50M,Active,2011-01-01,year,,,,,For Profit,https://violabrands.com/,https://www.facebook.com/violaextracts/,https://www.linkedin.com/company/viola-brands/,(303) 574-9333,,,,,,,,,,,,,"Community and Lifestyle, Consumer Goods, Food and Beverage, Health Care",1,Al Harrington,51-100,2,,2022-01-12,13000000,USD,13000000,Convertible Note,16000000,USD,16000000,Venture - Series Unknown,16000000,USD,16000000,29000000,USD,29000000,Gotham Green Partners,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,5.4,43,,,,
Cassandra,https://www.crunchbase.com/organization/cassandra-8492,,"Advertising, Analytics, Artificial Intelligence (AI), Machine Learning, Marketing Automation, Predictive Analytics, SaaS, Software","Milano, Lombardia, Italy",Cassandra is an AI Budget allocator that tells you how much and where to spend our advertising budget to maximize your ROI.,"31,800","European Union (EU), Europe, Middle East, and Africa (EMEA)",20122,,,Active,2022-12-01,day,,,,,For Profit,https://cassandra.app/,,https://www.linkedin.com/company/cassandrahybrida/,+393925317051,gabriele.franco@cassandra.app,,,,,,,,,,,,"Advertising, Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",,,1-10,2,Seed,2025-03-24,2000000,EUR,2165756,Seed,2000000,EUR,2165756,Seed,2300000,EUR,2486060,2300000,EUR,2486060,"Pitchdrive, Mana Ventures, Italian Founders Fund, Exor Ventures, Webranking",2,7,,,,,,,,,,,,,,Private,,,,,,,,,,,,,4.7,4,,,,
Tutornow,https://www.crunchbase.com/organization/tutornow,,"E-Learning, EdTech, Education, Internet, Tutoring","Lomazzo, Lombardia, Italy",AI enblaed Online tutoring platform focused on students with learning disorders,"33,829","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Less than $1M,Active,2021-01-12,day,,,,,For Profit,https://www.tutornow.it/,https://www.facebook.com/tutornow.it,https://www.linkedin.com/company/tutornowonline/,+393282155389,nicola.decarlo@tutornow.it,,,,,,,,,,,,"Education, Internet Services, Software",,,1-10,2,Seed,2025-05-06,,,,Seed,,,,Seed,120000,USD,120000,120000,USD,120000,"Techstars, Invitalia, KF-Invest, Mario Peveraro",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,7.5,8,,,,
TAC,https://www.crunchbase.com/organization/tac-e038,,"Blockchain, Financial Services, Web3","Roma, Lazio, Italy",TAC is a performant EVM layer connected to TON through a decentralized and a trustless bridging layer.,"34,305","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://tac.build,,https://www.linkedin.com/company/ton-applications-chain,,build@tac.build,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Internet Services, Other",1,Pavel Altukhov,11-50,1,Seed,2024-11-11,6500000,USD,6500000,Seed,6500000,USD,6500000,Seed,6500000,USD,6500000,6500000,USD,6500000,"Hack VC, CMT Digital, Paper Ventures, Symbolic Capital, Polygon Ventures",2,14,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0,,,,,
Foreverland,https://www.crunchbase.com/organization/foreverland-fc6a,,Food and Beverage,"Milan, Lombardia, Italy",Foreverland Food is an Italian food-tech startup.,"34,984","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,Active,2023-01-01,year,,,,,For Profit,https://foreverland.it,https://www.facebook.com/foreverlandfood,https://www.linkedin.com/company/foreverland-food,,,,,,,,,,,,,,Food and Beverage,,,1-10,2,Seed,2024-10-01,3400000,EUR,3761915,Seed,3400000,EUR,3761915,Seed,3570000,EUR,3946839,3570000,EUR,3946839,"CDP Venture Capital, 2100 Ventures, Exor Ventures, Kost Capital, Eatable Adventures",3,11,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.4,9,0,4,,Meats and prepared or preserved foods; dairy products
Krill Design,https://www.crunchbase.com/organization/krill-design,,"3D Printing, Graphic Design, Product Design","Milano, Lombardia, Italy",Krill Design is a design studio that develops design circular products.,"35,510","European Union (EU), Europe, Middle East, and Africa (EMEA)",20139,,$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://www.krilldesign.net,https://www.facebook.com/krilldesignmilano/,https://www.linkedin.com/company/krill-design-milano/,+39 348 554 7594,info@krilldesign.net,,,,,,,,,,,,"Design, Manufacturing",3,"Ivan Calimani, Martina Lamperti, Yack Humberto Di Maio",1-10,1,Early Stage Venture,2025-02-11,6000000,EUR,6218499,Series A,6000000,EUR,6218499,Series A,6000000,EUR,6218499,6000000,EUR,6218499,"Primo Capital, Algebris Investments, Crédit Agricole Italia",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-2.8,14,1,2,Organic Macromolecular Compounds; Their Preparation Or Chemical Working-Up,Environmental control apparatus
Lenderwize,https://www.crunchbase.com/organization/lenderwize,,"Finance, Financial Services, FinTech, Lending","London, England, United Kingdom",Lenderwize is a Fintech Marketplace for Telcos.,"36,253","Europe, Middle East, and Africa (EMEA)",EC1A 9PT,,$1M to $10M,Active,2016-01-01,year,,,,,For Profit,http://www.lenderwize.com,https://www.facebook.com/LenderWize/,https://www.linkedin.com/company/lenderwize/,+44 20 8798 9226,info@lenderwize.com,,,,,,,,,,,,Financial Services,2,"Augusto Pellegrini, Lawrence Gilioli",1-10,1,,2021-11-25,100000000,EUR,112092292,Debt Financing,,,,,,,,100000000,EUR,112092292,Fasanara Capital,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3.2,6,,,,
Carol,https://www.crunchbase.com/organization/carol-3cce,,"Employee Benefits, Health Care, Medical, Wellness","Milan, Lombardia, Italy",Carol is a tech-enabled healthcare provider delivering membership-based primary care services,"36,495","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,Active,2022-01-01,year,,,,,For Profit,https://www.carol.health,,https://www.linkedin.com/company/carol.health,,info@carol.health,,,,,,,,,,,,"Administrative Services, Health Care",1,Lorenzo Granato,11-50,1,Seed,2024-05-30,4900000,EUR,5307390,Seed,4900000,EUR,5307390,Seed,4900000,EUR,5307390,4900000,EUR,5307390,"P101, Exceptional Ventures, Lumen Ventures, Alecla7, CRB Inverbío",2,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.3,,,,,
Prestatech,https://www.crunchbase.com/organization/prestatech,,"Banking, FinTech, Information Technology","Berlin, Berlin, Germany",Prestatech offers to leading European Banks a variety of credit services from data enrichment to end-to-end instant lending solutions.,"38,121","European Union (EU), Europe, Middle East, and Africa (EMEA)",10719,,$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://prestatech.com/,,https://www.linkedin.com/company/prestatech-gmbh/,,info@prestatech.com,,,,,,,,,,,,"Financial Services, Information Technology, Lending and Investments",2,"Christian Nothacker, Luca Terragni",11-50,2,Early Stage Venture,2023-04-12,4000000,EUR,4398959,Series A,4000000,EUR,4398959,Series A,9000000,EUR,10423309,9000000,EUR,10423309,"CDP Venture Capital, Alchimia Investments, Swiss Merchant Corporation, Vantage 20 SA",1,4,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,0.5,6,0,6,,Scientific and technological services
Minerva CQ,https://www.crunchbase.com/organization/minerva-cq,,"CRM, Customer Service, Electric Vehicle, Energy, Telecommunications, Travel","Sunnyvale, California, United States",Minerva CQ is an AI copilot that makes contact center agents faster and calls shorter.,"38,816","San Francisco Bay Area, Silicon Valley, West Coast",94086,,$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://www.minervacq.com,,https://www.linkedin.com/company/minerva-cq,+1 415-999-7239,Cosimo@minervacq.com,,,,,,,,,,,,"Energy, Hardware, Information Technology, Other, Professional Services, Sales and Marketing, Software, Transportation, Travel and Tourism",1,Cosimo Spera,11-50,1,Seed,2022-10-01,3750000,USD,3750000,Seed,3750000,USD,3750000,Seed,3750000,USD,3750000,3750000,USD,3750000,Carya Venture Partners,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.3,12,,,,
Confirmo,https://www.crunchbase.com/organization/confirmo-921d,,"Bitcoin, Cryptocurrency, Financial Services, FinTech, Payments, Transaction Processing","Wilmington, Delaware, United States",Confirmo is a stablecoin and cryptocurrency payment platform providing global services.,"38,964","Greater Philadelphia Area, East Coast, Southern US",19801,,,Active,2013-01-01,year,,,,,For Profit,https://www.confirmo.net/,https://www.facebook.com/confirmo.net/,https://www.linkedin.com/company/confirmoltd/,,support@confirmo.net,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Payments, Software",2,"Daniel Houška, Roman Valihrach",11-50,1,,2022-01-19,1200000,EUR,1361100,Venture - Series Unknown,1200000,EUR,1361100,Venture - Series Unknown,1200000,EUR,1361100,1200000,EUR,1361100,MitonC,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,4.8,10,0,0,,Insurance; financial affairs
CarpeCarbon,https://www.crunchbase.com/organization/carpecarbon,,"Carbon Capture, Environmental Consulting, Environmental Engineering","Turin, Piemonte, Italy",CarpeCarbon is an innovative startup working to extract CO2 from the atmosphere and save the planet.,"41,664","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,$1M to $10M,Active,2022-07-01,month,,,,,For Profit,https://www.carpecarbon.com,,https://www.linkedin.com/company/carpecarbon/,,,,,,,,,,,,,,"Professional Services, Science and Engineering, Sustainability",,,1-10,1,Seed,2023-11-15,1750000,EUR,1899543,Pre-Seed,1750000,EUR,1899543,Pre-Seed,1750000,EUR,1899543,1750000,EUR,1899543,"360 Capital, Tech4Planet, Club degli Investitori, Finpiemonte S.p.A.",,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3,10,0,1,,Machines and machine tools
Novac,https://www.crunchbase.com/organization/novac-806c,,"Electronics, Energy, Nanotechnology","Modena, Emilia-Romagna, Italy",Novac provides nanotechnology research services.,"42,749","European Union (EU), Europe, Middle East, and Africa (EMEA)",41125,,,Active,2020-01-01,year,,,,,For Profit,https://www.novacsupercap.com,https://www.facebook.com/novac.srl/,https://www.linkedin.com/company/novac-supercap,+39 333 667 6998,info@novacsupercap.com,,,,,,,,,,,,"Consumer Electronics, Energy, Hardware, Science and Engineering",,,1-10,2,Seed,2025-03-24,3500000,EUR,3774680,Seed,3500000,EUR,3774680,Seed,3912000,EUR,4219092,3912000,EUR,4219092,"Plug and Play, CDP Venture Capital, EUREKA! Venture SGR, Galaxia",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,5.6,12,2,3,Basic Electric Elements,Scientific and electric apparatus and instruments
Klear,https://www.crunchbase.com/organization/klear,,"Artificial Intelligence (AI), Finance, FinTech, Wealth Management","Milan, Lombardia, Italy",Klear is a fintech company that provides personal finance management and wealth management platform based on AI technology.,"42,882","European Union (EU), Europe, Middle East, and Africa (EMEA)",20123,,,Active,2024-01-01,year,,,,,For Profit,https://www.klearfinance.com/,,https://www.linkedin.com/company/klear-finance/,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",,,1-10,2,Seed,2025-03-06,500000,EUR,539375,Debt Financing,500000,EUR,539375,Seed,500000,EUR,539375,1000000,EUR,1078750,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0,,,,,
